,user_id,action_1,action_2,action_3,action_4,action_5,prev,current_tariff,prepayment,total,will_stay
38474,user_39439,0.0,28.0,11.0,2.0,0.0,4,tariff_4,False,41.0,1
38475,user_39442,0.0,29.0,2.0,0.0,0.0,1,tariff_15,False,31.0,0
38476,user_39449,0.0,1.0,1.0,0.0,0.0,2,tariff_25,False,2.0,0
38477,user_3945,0.0,1.0,1.0,1.0,0.0,1,tariff_20,False,3.0,1
38478,user_39456,0.0,14.0,3.0,0.0,0.0,6,tariff_7,True,17.0,1
38479,user_39464,0.0,6.0,4.0,0.0,0.0,2,tariff_15,False,10.0,0
38480,user_39466,0.0,2.0,1.0,0.0,0.0,1,tariff_25,False,3.0,1
38481,user_39469,0.0,1.0,1.0,0.0,0.0,1,tariff_25,False,2.0,0
38482,user_39471,0.0,7.0,0.0,0.0,0.0,1,tariff_15,False,7.0,0
38483,user_39477,0.0,2.0,2.0,0.0,0.0,2,tariff_4,True,4.0,0
38484,user_3948,0.0,82.0,0.0,0.0,0.0,3,tariff_20,False,82.0,1
38485,user_39481,0.0,11.0,0.0,0.0,0.0,4,tariff_7,True,11.0,1
38486,user_39483,0.0,38.0,5.0,0.0,0.0,4,tariff_1,False,43.0,0
38487,user_39485,0.0,4.0,3.0,1.0,1.0,5,tariff_1,False,9.0,1
38488,user_39499,0.0,41.0,9.0,1.0,0.0,3,tariff_15,False,51.0,1
38489,user_39501,4.0,523.0,123.0,9.0,0.0,5,tariff_11,False,659.0,1
38490,user_39502,0.0,4.0,2.0,0.0,0.0,2,tariff_10,False,6.0,0
38491,user_39505,0.0,2.0,0.0,0.0,0.0,5,tariff_25,True,2.0,1
38492,user_39506,0.0,18.0,6.0,1.0,0.0,5,tariff_11,False,25.0,0
38493,user_3951,0.0,3.0,0.0,0.0,0.0,3,tariff_25,True,3.0,0
38494,user_39510,0.0,41.0,4.0,0.0,0.0,5,tariff_25,False,45.0,0
38495,user_39511,0.0,2.0,2.0,1.0,0.0,5,tariff_25,False,5.0,1
38496,user_39520,0.0,9.0,3.0,1.0,0.0,4,tariff_10,False,13.0,0
38497,user_39523,0.0,33.0,32.0,11.0,0.0,6,tariff_11,True,76.0,1
38498,user_39526,0.0,57.0,4.0,1.0,1.0,1,tariff_25,True,63.0,0
38499,user_39535,0.0,12.0,3.0,0.0,0.0,1,tariff_10,False,15.0,1
38500,user_39537,0.0,3.0,2.0,3.0,0.0,6,tariff_25,False,8.0,1
38501,user_39539,0.0,37.0,17.0,1.0,0.0,6,tariff_15,False,55.0,1
38502,user_39540,0.0,4.0,4.0,0.0,0.0,1,tariff_25,False,8.0,1
38503,user_39544,0.0,9.0,2.0,1.0,0.0,5,tariff_15,False,12.0,1
38504,user_39552,0.0,1.0,1.0,1.0,0.0,1,tariff_20,False,3.0,0
38505,user_39563,0.0,25.0,4.0,2.0,1.0,5,tariff_26,False,32.0,1
38506,user_39567,0.0,2.0,0.0,0.0,0.0,1,tariff_10,True,2.0,0
38507,user_39569,0.0,29.0,0.0,0.0,0.0,5,tariff_11,False,29.0,1
38508,user_3957,0.0,3.0,1.0,1.0,0.0,2,tariff_25,False,5.0,0
38509,user_39574,0.0,40.0,6.0,2.0,0.0,4,tariff_2,True,48.0,1
38510,user_39575,0.0,4.0,3.0,1.0,2.0,4,tariff_25,True,10.0,1
38511,user_39577,0.0,14.0,11.0,0.0,0.0,2,tariff_15,False,25.0,1
38512,user_39578,0.0,6.0,3.0,0.0,0.0,5,tariff_7,True,9.0,1
38513,user_3959,0.0,1.0,1.0,1.0,0.0,3,tariff_10,False,3.0,0
38514,user_39591,0.0,28.0,10.0,2.0,0.0,6,tariff_15,False,40.0,1
38515,user_39592,0.0,96.0,22.0,4.0,0.0,6,tariff_7,True,122.0,1
38516,user_39595,0.0,1.0,0.0,0.0,0.0,2,tariff_15,False,1.0,1
38517,user_396,0.0,100.0,3.0,0.0,0.0,5,tariff_25,False,103.0,0
38518,user_39605,0.0,2.0,2.0,0.0,0.0,1,tariff_10,False,4.0,0
38519,user_3961,0.0,4.0,4.0,3.0,0.0,2,tariff_20,False,11.0,1
38520,user_39612,0.0,13.0,3.0,0.0,0.0,2,tariff_25,False,16.0,0
38521,user_39615,0.0,8.0,1.0,0.0,0.0,3,tariff_25,True,9.0,1
38522,user_39621,0.0,13.0,4.0,0.0,0.0,5,tariff_25,True,17.0,0
38523,user_39630,0.0,1.0,1.0,0.0,0.0,3,tariff_25,False,2.0,0
38524,user_39632,0.0,26.0,1.0,0.0,0.0,1,tariff_25,False,27.0,1
38525,user_39637,0.0,86.0,54.0,19.0,0.0,5,tariff_11,False,159.0,1
38526,user_39646,0.0,41.0,8.0,0.0,0.0,2,tariff_10,False,49.0,1
38527,user_39653,0.0,5.0,3.0,0.0,0.0,5,tariff_15,False,8.0,0
38528,user_39659,0.0,15.0,5.0,2.0,0.0,6,tariff_15,False,22.0,1
38529,user_39660,0.0,3.0,1.0,0.0,0.0,2,tariff_14,True,4.0,1
38530,user_39662,0.0,4.0,2.0,1.0,0.0,5,tariff_20,False,7.0,1
38531,user_39669,0.0,9.0,1.0,0.0,0.0,2,tariff_24,True,10.0,0
38532,user_3967,0.0,0.0,0.0,1.0,0.0,2,tariff_25,True,1.0,0
38533,user_39671,0.0,35.0,3.0,1.0,0.0,5,tariff_25,False,39.0,0
38534,user_39672,0.0,38.0,4.0,2.0,0.0,1,tariff_1,False,44.0,0
38535,user_39674,0.0,9.0,3.0,0.0,0.0,2,tariff_25,False,12.0,0
38536,user_39686,4.0,0.0,0.0,0.0,0.0,1,tariff_7,True,4.0,1
38537,user_39693,0.0,1.0,0.0,0.0,0.0,1,tariff_25,False,1.0,0
38538,user_397,0.0,42.0,2.0,0.0,0.0,2,tariff_10,True,44.0,0
38539,user_39701,0.0,4.0,1.0,1.0,0.0,3,tariff_2,True,6.0,0
38540,user_39703,0.0,19.0,4.0,0.0,0.0,6,tariff_15,False,23.0,0
38541,user_39708,0.0,40.0,2.0,0.0,0.0,4,tariff_25,False,42.0,1
38542,user_3971,0.0,43.0,2.0,0.0,0.0,4,tariff_25,False,45.0,0
38543,user_39713,0.0,20.0,0.0,0.0,0.0,5,tariff_11,True,20.0,1
38544,user_39714,0.0,8.0,2.0,0.0,0.0,5,tariff_2,False,10.0,1
38545,user_39716,0.0,4.0,3.0,1.0,0.0,4,tariff_10,False,8.0,0
38546,user_39731,0.0,1.0,1.0,1.0,0.0,4,tariff_25,True,3.0,0
38547,user_39739,0.0,2.0,0.0,0.0,0.0,2,tariff_25,False,2.0,0
38548,user_39740,0.0,17.0,1.0,1.0,0.0,5,tariff_25,True,19.0,0
38549,user_39747,0.0,3.0,3.0,0.0,0.0,4,tariff_15,False,6.0,1
38550,user_39749,0.0,9.0,7.0,0.0,0.0,6,tariff_15,True,16.0,1
38551,user_3975,0.0,3.0,2.0,1.0,0.0,5,tariff_20,False,6.0,1
38552,user_39756,0.0,95.0,8.0,0.0,0.0,4,tariff_15,True,103.0,0
38553,user_39763,0.0,1.0,1.0,0.0,0.0,1,tariff_25,False,2.0,0
38554,user_39773,0.0,4.0,1.0,0.0,0.0,2,tariff_25,False,5.0,1
38555,user_39781,0.0,7.0,0.0,0.0,0.0,5,tariff_25,False,7.0,1
38556,user_39784,0.0,7.0,6.0,2.0,0.0,5,tariff_7,True,15.0,1
38557,user_39789,0.0,5.0,4.0,5.0,0.0,5,tariff_15,False,14.0,1
38558,user_39797,0.0,35.0,1.0,0.0,0.0,4,tariff_26,False,36.0,0
38559,user_39802,0.0,8.0,4.0,0.0,0.0,5,tariff_25,False,12.0,1
38560,user_39811,0.0,3.0,1.0,0.0,0.0,1,tariff_25,False,4.0,0
38561,user_39813,6.0,7.0,0.0,0.0,0.0,6,tariff_11,False,13.0,1
38562,user_39837,0.0,9.0,3.0,0.0,0.0,1,tariff_15,False,12.0,0
38563,user_39839,0.0,6.0,6.0,1.0,0.0,5,tariff_14,True,13.0,0
38564,user_39845,0.0,23.0,4.0,0.0,0.0,3,tariff_2,False,27.0,1
38565,user_39848,0.0,1.0,1.0,0.0,0.0,1,tariff_25,False,2.0,0
38566,user_39850,0.0,41.0,1.0,0.0,0.0,6,tariff_25,True,42.0,0
38567,user_39856,0.0,45.0,6.0,0.0,0.0,4,tariff_25,False,51.0,1
38568,user_39865,0.0,2.0,1.0,0.0,0.0,3,tariff_2,True,3.0,0
38569,user_39869,0.0,3.0,2.0,2.0,0.0,4,tariff_20,False,7.0,0
38570,user_3987,0.0,5.0,1.0,0.0,0.0,4,tariff_10,False,6.0,1
38571,user_39871,0.0,13.0,1.0,0.0,0.0,3,tariff_25,False,14.0,1
38572,user_39872,0.0,58.0,11.0,6.0,0.0,5,tariff_7,True,75.0,1
38573,user_39874,0.0,1.0,1.0,0.0,0.0,1,tariff_25,False,2.0,0
38574,user_39876,0.0,34.0,11.0,4.0,4.0,6,tariff_25,False,53.0,1
38575,user_39879,0.0,28.0,9.0,5.0,0.0,5,tariff_15,False,42.0,1
38576,user_3988,0.0,566.0,142.0,19.0,0.0,5,tariff_25,False,727.0,1
38577,user_39880,0.0,31.0,7.0,0.0,0.0,2,tariff_25,True,38.0,0
38578,user_39885,0.0,6.0,2.0,0.0,0.0,5,tariff_25,False,8.0,1
38579,user_39895,9.0,23.0,0.0,0.0,0.0,6,tariff_7,True,32.0,1
38580,user_39896,0.0,5.0,1.0,1.0,0.0,3,tariff_15,False,7.0,0
38581,user_39897,0.0,5.0,4.0,0.0,0.0,4,tariff_15,False,9.0,1
38582,user_3991,0.0,10.0,3.0,7.0,0.0,2,tariff_25,False,20.0,0
38583,user_39918,0.0,3.0,1.0,0.0,0.0,2,tariff_25,False,4.0,0
38584,user_39922,0.0,31.0,5.0,0.0,0.0,4,tariff_2,False,36.0,0
38585,user_39924,0.0,12.0,6.0,8.0,0.0,6,tariff_15,False,26.0,1
38586,user_39925,0.0,7.0,1.0,0.0,0.0,3,tariff_15,True,8.0,0
38587,user_39926,0.0,19.0,1.0,1.0,0.0,3,tariff_25,False,21.0,1
38588,user_39927,0.0,6.0,2.0,2.0,0.0,4,tariff_20,False,10.0,0
38589,user_39937,0.0,1.0,1.0,1.0,0.0,1,tariff_25,False,3.0,0
38590,user_39942,0.0,14.0,8.0,0.0,0.0,2,tariff_4,False,22.0,0
38591,user_39945,0.0,6.0,1.0,0.0,0.0,3,tariff_1,False,7.0,1
38592,user_39947,0.0,7.0,6.0,0.0,0.0,6,tariff_15,False,13.0,1
38593,user_39950,0.0,33.0,11.0,0.0,0.0,5,tariff_15,False,44.0,1
38594,user_39957,0.0,14.0,9.0,4.0,0.0,6,tariff_25,False,27.0,1
38595,user_39963,0.0,7.0,1.0,0.0,0.0,3,tariff_10,False,8.0,0
38596,user_39965,0.0,6.0,1.0,0.0,1.0,5,tariff_15,False,8.0,0
38597,user_39966,0.0,9.0,6.0,2.0,6.0,6,tariff_25,False,23.0,1
38598,user_39967,0.0,4.0,1.0,0.0,0.0,1,tariff_25,False,5.0,0
38599,user_39971,0.0,2.0,2.0,0.0,0.0,2,tariff_1,False,4.0,0
38600,user_39976,0.0,1.0,1.0,0.0,0.0,3,tariff_2,False,2.0,0
38601,user_39978,0.0,26.0,11.0,1.0,0.0,2,tariff_15,False,38.0,1
38602,user_39979,0.0,10.0,1.0,0.0,0.0,1,tariff_25,False,11.0,0
38603,user_39980,0.0,3.0,1.0,0.0,0.0,1,tariff_15,False,4.0,0
38604,user_39983,0.0,71.0,11.0,5.0,0.0,2,tariff_7,True,87.0,1
38605,user_39985,0.0,16.0,4.0,1.0,0.0,2,tariff_15,False,21.0,1
38606,user_39987,0.0,1.0,1.0,0.0,0.0,1,tariff_25,False,2.0,0
38607,user_39994,0.0,3.0,1.0,0.0,0.0,1,tariff_15,False,4.0,0
38608,user_39999,0.0,1.0,1.0,0.0,0.0,1,tariff_25,False,2.0,0
38609,user_40002,0.0,57.0,11.0,1.0,0.0,6,tariff_15,False,69.0,1
38610,user_40004,0.0,4.0,0.0,0.0,0.0,2,tariff_25,True,4.0,0
38611,user_40010,37.0,2.0,0.0,0.0,0.0,4,tariff_7,True,39.0,1
38612,user_40012,0.0,5.0,4.0,1.0,0.0,6,tariff_10,False,10.0,1
38613,user_40014,13.0,0.0,0.0,0.0,0.0,5,tariff_11,True,13.0,1
38614,user_40015,9.0,7.0,1.0,0.0,1.0,6,tariff_15,False,18.0,1
38615,user_40024,0.0,5.0,4.0,0.0,0.0,2,tariff_25,False,9.0,1
38616,user_4003,0.0,22.0,7.0,2.0,0.0,6,tariff_25,False,31.0,1
38617,user_40031,0.0,1.0,1.0,0.0,0.0,5,tariff_25,False,2.0,1
38618,user_4004,0.0,6.0,5.0,2.0,0.0,4,tariff_4,False,13.0,1
38619,user_40040,0.0,19.0,2.0,1.0,0.0,3,tariff_4,False,22.0,0
38620,user_40041,0.0,27.0,15.0,1.0,3.0,2,tariff_15,True,46.0,0
38621,user_40046,0.0,64.0,10.0,1.0,0.0,5,tariff_15,False,75.0,1
38622,user_40047,0.0,74.0,53.0,8.0,0.0,3,tariff_7,True,135.0,1
38623,user_40054,3.0,202.0,53.0,1.0,0.0,5,tariff_7,False,259.0,1
38624,user_40056,0.0,8.0,1.0,0.0,0.0,1,tariff_2,False,9.0,0
38625,user_40064,0.0,30.0,22.0,3.0,0.0,2,tariff_4,False,55.0,1
38626,user_40065,0.0,3.0,3.0,3.0,0.0,5,tariff_15,False,9.0,1
38627,user_40071,0.0,10.0,2.0,0.0,0.0,3,tariff_1,False,12.0,0
38628,user_40081,0.0,19.0,3.0,0.0,0.0,4,tariff_7,True,22.0,1
38629,user_40084,0.0,24.0,1.0,0.0,0.0,1,tariff_25,False,25.0,0
38630,user_40085,0.0,14.0,2.0,0.0,0.0,5,tariff_15,False,16.0,1
38631,user_40086,0.0,258.0,78.0,1.0,3.0,6,tariff_15,False,340.0,1
38632,user_40088,0.0,1.0,0.0,0.0,0.0,1,tariff_15,False,1.0,0
38633,user_40089,0.0,22.0,6.0,0.0,0.0,2,tariff_25,False,28.0,0
38634,user_40092,0.0,49.0,17.0,2.0,0.0,5,tariff_11,False,68.0,1
38635,user_40094,0.0,6.0,2.0,2.0,2.0,5,tariff_25,True,12.0,1
38636,user_40096,0.0,7.0,3.0,0.0,0.0,6,tariff_7,True,10.0,1
38637,user_40097,0.0,65.0,20.0,9.0,0.0,5,tariff_7,True,94.0,1
38638,user_40099,0.0,42.0,1.0,0.0,0.0,6,tariff_7,True,43.0,1
38639,user_40102,0.0,55.0,6.0,2.0,0.0,2,tariff_25,False,63.0,0
38640,user_40103,0.0,57.0,15.0,2.0,0.0,5,tariff_15,False,74.0,1
38641,user_40104,0.0,43.0,4.0,1.0,0.0,3,tariff_20,False,48.0,0
38642,user_40106,0.0,1.0,1.0,0.0,0.0,1,tariff_25,False,2.0,1
38643,user_40117,0.0,54.0,6.0,5.0,0.0,6,tariff_25,False,65.0,1
38644,user_40120,0.0,19.0,11.0,4.0,5.0,5,tariff_25,True,39.0,1
38645,user_40125,0.0,1.0,1.0,0.0,0.0,2,tariff_10,False,2.0,0
38646,user_40127,0.0,40.0,5.0,1.0,0.0,5,tariff_1,False,46.0,1
38647,user_4013,0.0,8.0,7.0,1.0,0.0,6,tariff_25,False,16.0,1
38648,user_40133,0.0,3.0,2.0,0.0,0.0,5,tariff_15,False,5.0,1
38649,user_40134,0.0,18.0,5.0,0.0,0.0,1,tariff_25,False,23.0,1
38650,user_40137,0.0,5.0,5.0,2.0,0.0,4,tariff_20,False,12.0,1
38651,user_40140,0.0,11.0,1.0,0.0,0.0,3,tariff_10,False,12.0,0
38652,user_40141,0.0,5.0,3.0,1.0,0.0,3,tariff_25,False,9.0,0
38653,user_4015,0.0,7.0,0.0,0.0,0.0,3,tariff_3,True,7.0,1
38654,user_40160,6.0,0.0,0.0,0.0,0.0,2,tariff_2,False,6.0,1
38655,user_40163,0.0,2.0,1.0,0.0,0.0,1,tariff_25,False,3.0,0
38656,user_40164,0.0,62.0,1.0,0.0,0.0,1,tariff_25,False,63.0,0
38657,user_40165,0.0,6.0,4.0,1.0,0.0,3,tariff_20,False,11.0,1
38658,user_40166,0.0,2.0,1.0,0.0,0.0,1,tariff_25,False,3.0,0
38659,user_40167,0.0,4.0,1.0,0.0,0.0,2,tariff_25,False,5.0,0
38660,user_4017,0.0,19.0,2.0,1.0,0.0,1,tariff_2,True,22.0,0
38661,user_40181,0.0,4.0,0.0,0.0,0.0,6,tariff_14,True,4.0,1
38662,user_40187,0.0,81.0,40.0,0.0,0.0,3,tariff_25,False,121.0,1
38663,user_40189,0.0,3.0,1.0,0.0,0.0,1,tariff_25,False,4.0,0
38664,user_4019,0.0,46.0,26.0,1.0,0.0,4,tariff_7,True,73.0,1
38665,user_402,0.0,24.0,3.0,0.0,0.0,4,tariff_10,False,27.0,1
38666,user_40200,0.0,5.0,3.0,0.0,0.0,4,tariff_15,True,8.0,0
38667,user_40201,0.0,4.0,4.0,5.0,0.0,3,tariff_14,True,13.0,1
38668,user_40202,0.0,3.0,1.0,0.0,0.0,5,tariff_25,False,4.0,1
38669,user_40209,0.0,1.0,1.0,0.0,0.0,2,tariff_10,False,2.0,0
38670,user_40220,0.0,1.0,1.0,1.0,1.0,2,tariff_10,False,4.0,0
38671,user_40223,0.0,183.0,157.0,23.0,0.0,6,tariff_15,False,363.0,1
38672,user_40224,0.0,4.0,1.0,0.0,0.0,1,tariff_10,False,5.0,0
38673,user_40228,0.0,193.0,30.0,7.0,0.0,4,tariff_15,False,230.0,1
38674,user_4023,0.0,18.0,1.0,0.0,0.0,5,tariff_11,False,19.0,1
38675,user_40232,0.0,6.0,2.0,0.0,0.0,1,tariff_25,False,8.0,0
38676,user_40236,0.0,1.0,1.0,0.0,0.0,1,tariff_20,False,2.0,0
38677,user_40239,0.0,14.0,3.0,1.0,0.0,1,tariff_25,False,18.0,0
38678,user_40241,0.0,18.0,1.0,0.0,0.0,2,tariff_15,False,19.0,1
38679,user_40243,0.0,4.0,1.0,0.0,0.0,4,tariff_25,False,5.0,1
38680,user_40249,0.0,3.0,0.0,0.0,0.0,3,tariff_7,True,3.0,1
38681,user_40255,70.0,0.0,0.0,0.0,0.0,4,tariff_6,False,70.0,1
38682,user_40261,0.0,1.0,1.0,0.0,0.0,1,tariff_25,False,2.0,0
38683,user_40264,0.0,137.0,0.0,1.0,0.0,5,tariff_15,False,138.0,1
38684,user_40283,0.0,144.0,27.0,2.0,0.0,5,tariff_15,False,173.0,1
38685,user_40288,0.0,7.0,4.0,0.0,2.0,1,tariff_25,False,13.0,0
38686,user_40289,0.0,7.0,3.0,0.0,0.0,2,tariff_10,False,10.0,0
38687,user_40290,0.0,13.0,5.0,0.0,0.0,2,tariff_7,True,18.0,1
38688,user_40291,0.0,10.0,4.0,0.0,0.0,1,tariff_25,False,14.0,1
38689,user_40295,0.0,4.0,2.0,0.0,0.0,3,tariff_20,False,6.0,0
38690,user_4030,0.0,16.0,3.0,0.0,0.0,2,tariff_4,False,19.0,1
38691,user_40301,0.0,62.0,57.0,6.0,0.0,5,tariff_7,True,125.0,1
38692,user_40302,0.0,14.0,2.0,0.0,0.0,5,tariff_15,False,16.0,1
38693,user_40307,0.0,6.0,5.0,0.0,0.0,6,tariff_7,True,11.0,1
38694,user_40315,0.0,1.0,1.0,1.0,0.0,3,tariff_25,False,3.0,0
38695,user_40325,0.0,68.0,4.0,0.0,0.0,1,tariff_15,False,72.0,1
38696,user_40328,8.0,0.0,0.0,0.0,0.0,2,tariff_6,True,8.0,1
38697,user_4033,0.0,60.0,1.0,0.0,1.0,5,tariff_15,True,62.0,1
38698,user_40330,0.0,6.0,0.0,0.0,0.0,2,tariff_25,False,6.0,1
38699,user_40331,0.0,26.0,0.0,0.0,0.0,1,tariff_25,True,26.0,0
38700,user_40335,0.0,16.0,1.0,0.0,0.0,1,tariff_25,False,17.0,0
38701,user_40337,0.0,21.0,7.0,12.0,5.0,5,tariff_25,False,45.0,1
38702,user_40344,0.0,1.0,1.0,0.0,0.0,1,tariff_25,False,2.0,0
38703,user_40346,0.0,17.0,2.0,1.0,0.0,6,tariff_25,False,20.0,1
38704,user_40347,0.0,71.0,32.0,9.0,0.0,4,tariff_25,True,112.0,0
38705,user_40349,0.0,1.0,1.0,0.0,0.0,1,tariff_25,False,2.0,0
38706,user_40361,0.0,20.0,7.0,1.0,0.0,4,tariff_2,False,28.0,1
38707,user_40367,0.0,1.0,0.0,0.0,0.0,5,tariff_25,True,1.0,1
38708,user_40369,0.0,1.0,1.0,0.0,0.0,2,tariff_4,False,2.0,0
38709,user_40371,0.0,1.0,0.0,1.0,0.0,3,tariff_7,True,2.0,1
38710,user_40374,0.0,396.0,183.0,24.0,0.0,5,tariff_7,True,603.0,1
38711,user_40375,21.0,3.0,0.0,0.0,0.0,2,tariff_7,True,24.0,1
38712,user_40378,0.0,3.0,0.0,0.0,0.0,3,tariff_14,True,3.0,1
38713,user_40390,0.0,2.0,2.0,0.0,0.0,3,tariff_7,True,4.0,1
38714,user_40392,0.0,15.0,3.0,0.0,0.0,2,tariff_26,False,18.0,1
38715,user_40393,0.0,54.0,1.0,0.0,0.0,6,tariff_7,True,55.0,0
38716,user_40395,37.0,19.0,4.0,0.0,0.0,4,tariff_7,True,60.0,1
38717,user_40396,0.0,2.0,1.0,1.0,0.0,2,tariff_10,False,4.0,0
38718,user_40402,0.0,34.0,21.0,7.0,0.0,5,tariff_20,False,62.0,1
38719,user_40407,0.0,11.0,3.0,1.0,0.0,4,tariff_7,True,15.0,1
38720,user_40410,0.0,8.0,6.0,3.0,0.0,6,tariff_15,True,17.0,1
38721,user_40411,0.0,4.0,3.0,0.0,0.0,6,tariff_25,False,7.0,1
38722,user_40414,0.0,31.0,5.0,0.0,0.0,3,tariff_25,False,36.0,1
38723,user_40415,0.0,11.0,2.0,1.0,0.0,3,tariff_25,False,14.0,0
38724,user_40419,0.0,5.0,1.0,1.0,1.0,5,tariff_25,True,8.0,0
38725,user_40425,0.0,1.0,1.0,0.0,0.0,1,tariff_10,False,2.0,0
38726,user_40436,0.0,4.0,1.0,0.0,0.0,1,tariff_25,False,5.0,0
38727,user_40452,0.0,17.0,3.0,0.0,0.0,2,tariff_4,False,20.0,0
38728,user_40456,0.0,4.0,1.0,0.0,0.0,5,tariff_25,False,5.0,0
38729,user_40460,0.0,7.0,8.0,1.0,0.0,1,tariff_10,False,16.0,0
38730,user_40466,0.0,8.0,3.0,0.0,0.0,5,tariff_1,False,11.0,0
38731,user_40474,0.0,8.0,1.0,0.0,0.0,4,tariff_25,False,9.0,0
38732,user_40477,0.0,14.0,12.0,4.0,2.0,5,tariff_15,False,32.0,1
38733,user_4048,0.0,1.0,1.0,1.0,0.0,1,tariff_25,False,3.0,0
38734,user_40484,0.0,105.0,56.0,8.0,0.0,6,tariff_7,True,169.0,1
38735,user_40491,0.0,27.0,18.0,0.0,0.0,6,tariff_15,False,45.0,1
38736,user_40493,0.0,653.0,203.0,9.0,0.0,5,tariff_13,False,865.0,1
38737,user_40501,0.0,3.0,2.0,0.0,0.0,2,tariff_15,False,5.0,0
38738,user_40502,0.0,12.0,9.0,3.0,0.0,2,tariff_4,False,24.0,0
38739,user_40504,0.0,6.0,5.0,2.0,0.0,3,tariff_25,False,13.0,1
38740,user_40511,0.0,3.0,0.0,0.0,0.0,6,tariff_7,True,3.0,1
38741,user_40519,0.0,106.0,4.0,3.0,0.0,6,tariff_10,False,113.0,1
38742,user_40523,0.0,11.0,3.0,0.0,0.0,4,tariff_15,False,14.0,0
38743,user_40526,0.0,13.0,6.0,3.0,0.0,6,tariff_25,False,22.0,1
38744,user_40535,0.0,2.0,0.0,0.0,0.0,3,tariff_25,False,2.0,1
38745,user_40536,0.0,3.0,2.0,1.0,0.0,5,tariff_25,False,6.0,1
38746,user_40537,0.0,82.0,2.0,2.0,0.0,5,tariff_11,True,86.0,1
38747,user_4054,0.0,9.0,9.0,3.0,0.0,6,tariff_25,False,21.0,1
38748,user_40541,0.0,2.0,1.0,0.0,0.0,2,tariff_25,False,3.0,1
38749,user_40556,0.0,27.0,8.0,0.0,0.0,2,tariff_10,False,35.0,0
38750,user_40559,0.0,2.0,2.0,0.0,0.0,1,tariff_10,False,4.0,0
38751,user_40560,0.0,15.0,3.0,0.0,1.0,2,tariff_7,True,19.0,1
38752,user_4057,0.0,194.0,22.0,3.0,0.0,3,tariff_15,False,219.0,1
38753,user_40582,0.0,12.0,2.0,1.0,0.0,4,tariff_7,True,15.0,1
38754,user_40583,0.0,7.0,1.0,0.0,0.0,5,tariff_14,True,8.0,0
38755,user_40584,0.0,12.0,6.0,0.0,1.0,5,tariff_7,True,19.0,1
38756,user_40596,0.0,9.0,1.0,0.0,0.0,3,tariff_25,False,10.0,1
38757,user_406,0.0,4.0,1.0,0.0,0.0,1,tariff_25,False,5.0,0
38758,user_40601,0.0,48.0,17.0,8.0,0.0,6,tariff_4,False,73.0,1
38759,user_40602,0.0,2.0,1.0,1.0,0.0,3,tariff_25,False,4.0,0
38760,user_40604,0.0,3.0,1.0,0.0,0.0,5,tariff_25,True,4.0,1
38761,user_40607,0.0,31.0,20.0,4.0,0.0,5,tariff_25,True,55.0,1
38762,user_40611,0.0,10.0,3.0,0.0,0.0,4,tariff_20,False,13.0,0
38763,user_40623,0.0,41.0,27.0,0.0,0.0,6,tariff_1,False,68.0,1
38764,user_40625,0.0,59.0,4.0,0.0,0.0,1,tariff_15,False,63.0,1
38765,user_40626,0.0,11.0,2.0,1.0,0.0,1,tariff_20,False,14.0,0
38766,user_40627,0.0,25.0,15.0,1.0,0.0,4,tariff_26,False,41.0,1
38767,user_40629,0.0,2.0,1.0,0.0,0.0,1,tariff_25,False,3.0,0
38768,user_4063,0.0,37.0,14.0,0.0,0.0,1,tariff_2,False,51.0,1
38769,user_40632,0.0,3.0,1.0,0.0,0.0,1,tariff_20,False,4.0,1
38770,user_40638,0.0,25.0,3.0,2.0,1.0,6,tariff_26,False,31.0,1
38771,user_40647,0.0,37.0,24.0,11.0,0.0,4,tariff_1,False,72.0,1
38772,user_40648,0.0,1.0,1.0,0.0,0.0,2,tariff_25,False,2.0,1
38773,user_40649,0.0,1.0,1.0,1.0,0.0,1,tariff_25,False,3.0,0
38774,user_40650,0.0,5.0,1.0,0.0,0.0,4,tariff_15,False,6.0,0
38775,user_40651,1.0,51.0,5.0,1.0,1.0,6,tariff_15,False,59.0,1
38776,user_40658,0.0,2.0,1.0,0.0,0.0,1,tariff_25,False,3.0,0
38777,user_40664,0.0,5.0,3.0,0.0,0.0,5,tariff_15,False,8.0,1
38778,user_40665,0.0,288.0,104.0,13.0,0.0,3,tariff_15,False,405.0,1
38779,user_40672,0.0,28.0,14.0,2.0,0.0,3,tariff_7,True,44.0,1
38780,user_40680,0.0,2.0,2.0,2.0,0.0,1,tariff_15,False,6.0,0
38781,user_40692,0.0,4.0,1.0,0.0,0.0,1,tariff_25,False,5.0,0
38782,user_40693,5.0,5.0,0.0,0.0,0.0,1,tariff_13,False,10.0,1
38783,user_40695,0.0,162.0,10.0,0.0,0.0,4,tariff_7,True,172.0,1
38784,user_40696,0.0,54.0,26.0,5.0,0.0,6,tariff_15,False,85.0,1
38785,user_40702,0.0,28.0,6.0,0.0,0.0,5,tariff_15,False,34.0,1
38786,user_40703,0.0,40.0,24.0,8.0,0.0,6,tariff_24,False,72.0,1
38787,user_40705,0.0,11.0,3.0,1.0,0.0,5,tariff_15,True,15.0,0
38788,user_40706,0.0,23.0,2.0,0.0,0.0,4,tariff_15,False,25.0,0
38789,user_40713,0.0,14.0,1.0,1.0,0.0,1,tariff_2,True,16.0,1
38790,user_40715,0.0,4.0,2.0,0.0,0.0,3,tariff_4,False,6.0,1
